"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"689","Demilich Mastermind","Tiny","undead","","",319,"58d4+174",10,24,16,24,22,20,"unaligned","unaligned"
"690","Demon, Balbazu","Tiny","fiend","","chaotic evil",36,"8d6+8",3,16,13,5,11,7,"chaotic","evil"
"691","Demon, Inciter","Medium","fiend","","chaotic evil",27,"5d8+5",10,15,12,11,12,16,"chaotic","evil"
"692","Demon, Kogukhpak","Huge","fiend","","chaotic evil",262,"21d12+126",30,11,23,8,16,20,"chaotic","evil"
"693","Demon, Leech","Large","fiend","","chaotic evil",147,"14d10+70",19,16,21,11,12,7,"chaotic","evil"
"694","Demon, Maha","Medium","fiend","","chaotic evil",178,"21d8+84",18,21,18,7,16,12,"chaotic","evil"
"695","Demon, Vetala","Medium","fiend","","chaotic evil",114,"12d8+60",10,20,20,14,16,17,"chaotic","evil"
"696","Derendian Moth Abomination","Huge","monstrosity","","neutral evil",210,"20d12+80",14,20,18,16,14,10,"neutral","evil"
"697","Derro, Abysswalker","Small","humanoid","","chaotic evil",112,"15d6+60",11,18,18,10,7,17,"chaotic","evil"
"698","Derro Fetal Savant","Tiny","humanoid","","chaotic evil",2,"4d4-8",1,1,6,6,12,20,"chaotic","evil"
"699","Derro, Hellforged","Small","humanoid","","lawful evil",112,"15d6+60",16,14,18,11,7,15,"lawful","evil"
"700","Derro Shadow Antipaladin","Small","humanoid","derro","chaotic evil",82,"11d6+44",11,18,18,11,5,14,"chaotic","evil"
"701","Derro Shadowseeker","Small","humanoid","derro","chaotic evil",112,"15d6+60",9,20,18,13,7,14,"chaotic","evil"
"702","Derro, Voidwarped","Small","humanoid","","neutral evil",120,"16d6+64",8,18,18,13,5,17,"neutral","evil"
"703","Desert Giant","Huge","giant","","neutral",175,"14d12+84",27,10,22,13,18,15,"neutral","neutral"
"704","Desert Slime","Large","ooze","","unaligned",75,"10d10+20",17,6,14,2,10,1,"unaligned","unaligned"
"705","Desert Troll","Large","giant","","chaotic evil",105,"10d10+50",20,13,20,9,12,7,"chaotic","evil"
"706","Desert Giant","Huge","giant","","neutral",175,"14d12 + 84",27,10,22,13,18,15,"neutral","neutral"
"707","Despair And Anger","Large","celestial","","neutral evil",161,"17d10+68",19,16,18,10,16,19,"neutral","evil"
"708","Destroyer","Medium","humanoid","satarre","neutral evil",60,"8d8+24",16,12,17,10,10,13,"neutral","evil"
"709","Deva","Medium","celestial","","lawful good",136,"16d8+64",18,18,18,17,20,20,"lawful","good"
"710","Deva","Medium","celestial","","",153,"18d8+72",18,18,18,18,20,20,"unaligned","unaligned"
"711","Devil Bough","Huge","fiend","","neutral evil",114,"12d12+36",18,10,17,10,10,8,"neutral","evil"
"712","Devil, Devilflame Juggler","Large","fiend","","lawful evil",178,"17d10+85",17,21,20,13,14,19,"lawful","evil"
"713","Devil, Infernal Tutor","Medium","fiend","","lawful evil",182,"28d8+56",10,16,15,18,20,21,"lawful","evil"
"714","Devil, Infernal Tutor, Lesser","Medium","fiend","","lawful evil",110,"17d8+34",10,16,15,14,17,18,"lawful","evil"
"715","Devil, Maelstrom","Large","fiend","","lawful evil",195,"26d10+52",17,16,15,19,12,21,"lawful","evil"
"716","Devil, Moldering","Small","fiend","","lawful evil",27,"6d6+6",14,10,12,10,14,6,"lawful","evil"
"717","Devil, Rimepacted","Medium","fiend","","lawful evil",91,"14d8+28",18,12,15,9,13,16,"lawful","evil"
"718","Devil Shark","Gargantuan","monstrosity","","neutral evil",198,"12d20+72",24,14,22,14,20,14,"neutral","evil"
"719","Devouring Angel","Large","aberration","","neutral",220,"21d10+105",20,15,21,7,17,14,"neutral","neutral"
"720","Dhampir","Medium","humanoid","dhampir","any alignment",32,"5d8+10",12,15,14,10,10,16,"unaligned","unaligned"
"721","Dhampir Commander","Medium","humanoid","dhampir","any alignment",97,"13d8+39",14,17,16,14,12,19,"unaligned","unaligned"
"722","Dimensional Shambler","Large","aberration","","neutral evil",102,"12d10+36",22,21,17,21,16,13,"neutral","evil"
"723","Diminution Drake","Medium","dragon","","neutral evil",71,"13d8+13",14,18,12,6,13,10,"neutral","evil"
"724","Dinosaur, Guardian Archaeopteryx","Small","beast","","unaligned",36,"8d6+8",7,14,13,5,14,12,"unaligned","unaligned"
"725","Dinosaur, Jeholopterus","Small","beast","","unaligned",12,"5d4",10,16,10,2,12,4,"unaligned","unaligned"
"726","Dinosaur, Razorfeather Raptor","Medium","monstrosity","","neutral evil",39,"6d8+12",15,17,14,7,12,6,"neutral","evil"
"727","Dinosaur, Therizinosaurus","Huge","beast","","unaligned",95,"10d12+30",21,9,17,3,14,7,"unaligned","unaligned"
"728","Dinosaur, Thundercall Hadrosaur","Huge","monstrosity","","unaligned",168,"16d12+64",24,9,18,4,13,7,"unaligned","unaligned"
"729","Diomedian Horse","Large","beast","","unaligned",57,"6d10+24",20,14,18,4,12,10,"unaligned","unaligned"
"730","Diplodocus","Gargantuan","beast","","",139,"9d20+45",24,8,20,2,12,5,"unaligned","unaligned"
"731","Dipsa","Tiny","ooze","","unaligned",27,"6d4+12",3,17,14,1,6,1,"unaligned","unaligned"
"732","Dipsa","Tiny","ooze","","unaligned",27,"6d4 + 12",3,17,14,1,6,1,"unaligned","unaligned"
"733","Dire Centipede","Large","beast","","",45,"6d10+12",14,10,12,1,10,3,"unaligned","unaligned"
"734","Dire Lionfish","Large","beast","","unaligned",136,"16d10+48",17,15,17,3,12,10,"unaligned","unaligned"
"735","Dire Owlbear","Large","monstrosity","","unaligned",102,"12d8+48",20,12,18,3,13,7,"unaligned","unaligned"
"736","Dire Pangolin","Large","beast","","unaligned",82,"11d10+22",18,11,15,3,12,7,"unaligned","unaligned"
"737","Dire Tyrannosaurus Rex","Huge","beast","","",253,"22d12+110",22,10,20,6,16,5,"unaligned","unaligned"
"738","Dire Wildebeest","Large","beast","","unaligned",150,"20d10+40",19,16,14,2,10,5,"unaligned","unaligned"
"739","Dire Wolf","Large","beast","","unaligned",37,"5d10+10",17,15,15,3,12,7,"unaligned","unaligned"
"740","Dire Wolf","Large","beast","","",30,"4d10+8",16,14,14,2,12,6,"unaligned","unaligned"
"741","Diseased Giant Rat","Small","beast","","",7,"2d6",6,14,10,2,10,4,"unaligned","unaligned"
"742","Dissimortuum","Medium","undead","","chaotic evil",112,"15d8+45",14,10,16,8,11,18,"chaotic","evil"
"743","Dissimortuum","Medium","undead","","chaotic evil",112,"15d8 + 45",14,10,16,8,11,18,"chaotic","evil"
"744","Div","Small","elemental","","neutral evil",99,"18d6+36",18,14,15,9,13,16,"neutral","evil"
"745","Divi","Large","elemental","","",172,"15d10+90",22,12,22,5,6,6,"unaligned","unaligned"
"746","Divi Noble","Large","elemental","","",345,"30d10+180",22,12,22,5,6,6,"unaligned","unaligned"
"747","Diving Gel","Tiny","ooze","","unaligned",17,"5d4+5",3,16,13,3,6,1,"unaligned","unaligned"
"748","Djinni","Large","elemental","","chaotic good",161,"14d10+84",21,15,22,15,16,20,"chaotic","good"
"749","Djinni","Large","elemental","","",172,"15d10+90",18,22,22,14,16,20,"unaligned","unaligned"
"750","Djinni Noble","Large","elemental","","",344,"30d10+180",18,22,22,14,16,20,"unaligned","unaligned"
"751","Dogmole","Medium","beast","","neutral",71,"11d8+22",14,17,15,2,12,10,"neutral","neutral"
"752","Dogmole Juggernaut","Large","monstrosity","","neutral",126,"12d10+60",21,14,20,2,10,2,"neutral","neutral"
"753","Dogmole","Medium","beast","","unaligned",58,"9d8 + 18",14,17,15,2,12,10,"unaligned","unaligned"
"754","Dogmole Juggernaut","Large","monstrosity","","unaligned",126,"12d10 + 60",21,14,20,2,10,2,"unaligned","unaligned"
"755","Domovoi","Medium","fey","","chaotic neutral",93,"11d8+44",19,13,18,6,10,16,"chaotic","neutral"
"756","Domovoi","Medium","fey","","chaotic neutral",93,"11d8 + 44",19,13,18,6,10,16,"chaotic","neutral"
"757","Doom Creeper","Small","plant","","unaligned",137,"25d6+50",8,21,14,5,14,6,"unaligned","unaligned"
"758","Doom Golem","Large","construct","","unaligned",153,"18d10+54",24,13,16,3,10,1,"unaligned","unaligned"
"759","Doppelganger","Medium","monstrosity","shapechanger","unaligned",52,"8d8+16",11,18,14,11,12,14,"unaligned","unaligned"
"760","Doppelganger","Medium","monstrosity","","",52,"8d8+16",10,18,14,10,14,16,"unaligned","unaligned"
"761","Doppelixir","Tiny","ooze","","unaligned",45,"10d4+20",11,17,14,3,12,7,"unaligned","unaligned"
"762","Doppelrat","Tiny","monstrosity","","unaligned",22,"5d4+10",2,17,14,2,13,2,"unaligned","unaligned"
"763","Doppelrat","Tiny","monstrosity","","unaligned",45,"10d4 + 20",2,17,14,2,13,2,"unaligned","unaligned"
"764","Dorreq","Medium","aberration","","neutral evil",93,"17d8+17",19,19,13,11,8,6,"neutral","evil"
"765","Dorreq","Medium","aberration","","neutral evil",93,"17d8 + 17",19,19,13,11,8,10,"neutral","evil"
"766","Dracotaur","Large","dragon","","chaotic neutral",110,"13d10+39",21,17,16,10,13,15,"chaotic","neutral"
"767","Draft Horse","Large","beast","","unaligned",19,"3d10+3",18,10,12,2,11,7,"unaligned","unaligned"
"768","Draft Horse","Large","beast","","",22,"3d10+6",18,10,14,2,10,6,"unaligned","unaligned"
"769","Dragon Cultist","Medium","humanoid","","",39,"6d8+12",10,14,14,10,14,14,"unaligned","unaligned"
"770","Dragon Eel","Huge","dragon","","neutral",230,"20d12+100",26,12,20,14,13,14,"neutral","neutral"
"771","Dragon, Prismatic Adult","Huge","dragon","","neutral",212,"17d12+102",22,10,23,18,15,17,"neutral","neutral"
"772","Dragon, Prismatic Ancient","Gargantuan","dragon","","neutral",407,"22d20+176",25,10,27,20,17,19,"neutral","neutral"
"773","Dragon, Prismatic Wyrmling","Medium","dragon","","neutral",39,"6d8+12",15,10,15,14,12,13,"neutral","neutral"
"774","Dragon, Prismatic Young","Large","dragon","","neutral",142,"15d10+60",18,10,19,16,14,15,"neutral","neutral"
"775","Dragon, Sand Adult","Huge","dragon","","neutral evil",270,"20d12+140",24,12,25,14,18,16,"neutral","evil"
"776","Dragon, Sand Ancient","Gargantuan","dragon","","neutral evil",507,"26d20+234",27,12,29,16,20,18,"neutral","evil"
"777","Dragon, Sand Wyrmling","Medium","dragon","","neutral evil",52,"7d8+21",17,12,17,11,14,12,"neutral","evil"
"778","Dragon, Sand Young","Large","dragon","","neutral evil",189,"18d10+90",20,12,21,13,16,14,"neutral","evil"
"779","Dragon Turtle","Gargantuan","dragon","","neutral",341,"22d20+110",25,10,20,10,12,12,"neutral","neutral"
"780","Dragon Turtle","Gargantuan","dragon","","",264,"16d20+96",24,10,22,14,16,16,"unaligned","unaligned"
"781","Dragonbound Warrior","Medium","humanoid","","",11,"2d8+2",12,12,12,10,14,10,"unaligned","unaligned"
"782","Dragon Eel","Huge","dragon","","neutral",195,"17d12 + 85",26,12,20,14,13,14,"neutral","neutral"
"783","Dragonette, Barnyard","Tiny","dragon","","neutral",18,"4d4+8",14,12,15,8,13,13,"neutral","neutral"
"784","Dragonette, Sedge","Tiny","dragon","","neutral",27,"5d4+15",14,10,16,10,14,11,"neutral","neutral"
"785","Dragonette, Shovel","Tiny","dragon","","neutral",33,"6d4+18",14,11,16,8,13,10,"neutral","neutral"
"786","Dragonflesh Golem","Large","construct","","unaligned",115,"11d10+55",22,7,20,3,10,1,"unaligned","unaligned"
"787","Dragonleaf Tree","Large","plant","","unaligned",152,"16d10+64",16,10,19,3,12,17,"unaligned","unaligned"
"788","Dragonleaf Tree","Large","plant","","unaligned",152,"16d10 + 64",16,14,19,5,12,17,"unaligned","unaligned"
"789","Drainpipe Gargoyle","Medium","elemental","","",45,"6d8+18",14,10,16,8,14,8,"unaligned","unaligned"
"790","Drake, Bakery","Small","dragon","","lawful neutral",82,"11d6+44",13,16,18,11,14,17,"lawful","neutral"
"791","Drake, Cactus","Medium","dragon","","neutral good",75,"10d8+30",11,17,16,9,12,11,"neutral","good"
"792","Drake, Ethereal","Large","dragon","","chaotic neutral",133,"14d10+56",18,14,19,8,14,10,"chaotic","neutral"
"793","Drake, Reef","Huge","dragon","","neutral evil",152,"16d12+48",25,14,17,7,15,13,"neutral","evil"
"794","Drake, Riptide","Large","dragon","","lawful evil",231,"22d10+110",22,9,20,11,16,10,"lawful","evil"
"795","Drake, Shepherd","Medium","dragon","","lawful neutral",110,"13d8+52",12,16,18,12,20,17,"lawful","neutral"
"796","Drake, Vapor","Large","dragon","","neutral",119,"14d10+42",14,19,17,7,15,7,"neutral","neutral"
"797","Drake, Venom","Large","dragon","","chaotic evil",142,"15d10+60",19,16,18,10,16,6,"chaotic","evil"
"798","Drakon","Large","beast","","unaligned",105,"14d10+28",14,19,15,2,12,10,"unaligned","unaligned"
"799","Drakon","Large","dragon","","unaligned",105,"14d10 + 28",14,19,15,2,12,10,"unaligned","unaligned"
"800","Dread Examiner","Large","aberration","","neutral evil",322,"28d10+168",20,16,22,25,23,25,"neutral","evil"
"801","Dread Knight","Medium","undead","","",262,"25d8+150",22,16,22,14,18,20,"unaligned","unaligned"
"802","Dread Knight Champion","Medium","undead","","",346,"33d8+198",22,16,22,14,18,20,"unaligned","unaligned"
"803","Dread Troll","Large","giant","","",105,"10d10+50",18,12,20,8,12,8,"unaligned","unaligned"
"804","Dread Walker Excavator","Large","construct","","neutral",75,"10d10+20",18,19,14,14,16,12,"neutral","neutral"
"805","Dream Eater","Medium","fiend","","lawful evil",75,"10d8+30",15,18,17,16,13,20,"lawful","evil"
"806","Dream Squire","Medium","fey","","neutral",71,"13d8+13",15,14,12,10,10,8,"neutral","neutral"
"807","Dream Wraith","Medium","undead","","neutral evil",60,"8d8+24",6,18,17,12,15,16,"neutral","evil"
"808","Dream Eater","Medium","fiend","","lawful evil",75,"10d8 + 30",15,18,17,16,13,20,"lawful","evil"
"809","Dretch","Small","fiend","demon","chaotic evil",18,"4d6+4",11,11,12,5,8,3,"chaotic","evil"
"810","Dretch","Small","fiend","","",18,"4d6+4",12,10,12,5,8,3,"unaligned","unaligned"
"811","Drider","Large","monstrosity","","chaotic evil",123,"13d10+52",16,16,18,13,14,12,"chaotic","evil"
"812","Drider","Large","monstrosity","","",114,"12d10+48",18,16,18,10,16,12,"unaligned","unaligned"
"813","Drop Bear","Large","beast","","",42,"5d10+15",20,10,16,2,12,4,"unaligned","unaligned"
"814","Droth","Huge","aberration","shoth","lawful neutral",230,"20d12+100",18,9,20,14,16,20,"lawful","neutral"
"815","Drow","Medium","humanoid","elf","neutral evil",13,"3d8",10,14,10,11,11,12,"neutral","evil"
"816","Drowned Maiden","Medium","undead","","neutral evil",90,"20d8",15,16,10,10,12,18,"neutral","evil"
"817","Drowned Maiden","Medium","undead","","neutral evil",90,"20d8",15,16,10,10,12,18,"neutral","evil"
"818","Drudge Pitcher","Huge","plant","","unaligned",168,"16d12+64",20,8,18,5,10,3,"unaligned","unaligned"
"819","Druid","Medium","humanoid","any race","any alignment",27,"5d8+5",10,12,13,12,15,11,"unaligned","unaligned"
"820","Druid","Medium","humanoid","","",39,"6d8+12",10,12,14,12,14,10,"unaligned","unaligned"
"821","Dryad","Medium","fey","","neutral",22,"5d8",10,12,11,14,15,18,"neutral","neutral"
"822","Dryad","Medium","fey","","",22,"5d8",14,12,10,12,16,18,"unaligned","unaligned"
"823","Dubius","Small","fiend","","neutral evil",36,"8d6+8",9,15,12,10,9,16,"neutral","evil"
"824","Duelist","Medium","humanoid","","",90,"12d8+36",18,18,16,10,12,14,"unaligned","unaligned"
"825","Duelist","Medium","humanoid","","lawful evil",117,"18d8 + 36",13,20,14,13,12,16,"lawful","evil"
"826","Duergar","Medium","humanoid","dwarf","lawful evil",26,"4d8+8",14,11,14,11,10,9,"lawful","evil"
"827","Dullahan","Large","fey","","lawful evil",178,"17d10+85",19,18,20,13,15,17,"lawful","evil"
"828","Dullahan","Large","fey","","lawful evil",178,"17d10 + 85",19,18,20,13,15,17,"lawful","evil"
"829","Dune Mimic","Huge","monstrosity","shapechanger","neutral",168,"16d12+64",20,8,18,9,13,10,"neutral","neutral"
"830","Dune Mimic","Huge","monstrosity","","neutral",168,"16d12 + 64",20,8,18,9,13,10,"neutral","neutral"
"831","Duskthorn Dryad","Medium","fey","","chaotic neutral",77,"14d8 + 14",10,20,13,14,15,24,"chaotic","neutral"
"832","Dust Goblin","Small","humanoid","goblinoid","neutral evil",5,"1d6+2",8,16,14,10,8,8,"neutral","evil"
"833","Dust Goblin Chieftain","Small","humanoid","goblinoid","neutral evil",44,"8d6+16",8,18,15,14,13,13,"neutral","evil"
"834","Dust Grazer","Large","aberration","","unaligned",105,"10d10+50",19,7,20,2,7,2,"unaligned","unaligned"
"835","Dust Mephit","Small","elemental","","neutral evil",17,"5d6",5,14,10,9,11,10,"neutral","evil"
"836","Dust Mephit","Small","elemental","","",17,"5d6",6,14,10,8,10,10,"unaligned","unaligned"
"837","Dust Goblin","Small","humanoid","","neutral evil",16,"3d6 + 6",8,16,14,10,8,8,"neutral","evil"
"838","Dwarf, Angler","Medium","humanoid","","neutral evil",65,"10d8+20",16,11,15,9,14,7,"neutral","evil"
"839","Dwarf, Firecracker","Medium","humanoid","","any alignment",68,"8d8 +32",17,10,18,15,9,10,"unaligned","unaligned"
"840","Dwarf, Pike Guard","Medium","humanoid","","lawful neutral",30,"4d8+12",14,9,16,10,13,9,"lawful","neutral"
"841","Dwarf, Pike Guard Captain","Medium","humanoid","","lawful neutral",93,"11d8+44",16,9,19,10,13,12,"lawful","neutral"
"842","Dwarven Ringmage","Medium","humanoid","","any alignment",136,"21d8 + 42",10,14,15,18,12,9,"unaligned","unaligned"
"843","Eagle","Small","beast","","unaligned",3,"1d6",6,15,10,2,14,7,"unaligned","unaligned"
"844","Eagle","Small","beast","","",3,"1d6",6,14,10,2,14,6,"unaligned","unaligned"
"845","Eala","Small","monstrosity","","unaligned",40,"9d6+9",10,16,12,2,12,16,"unaligned","unaligned"
"846","Eala","Small","monstrosity","","unaligned",40,"9d6 + 9",10,16,12,2,12,16,"unaligned","unaligned"
"847","Earth Dragon Wyrmling","Medium","dragon","","",58,"9d8+18",14,12,14,12,14,10,"unaligned","unaligned"
"848","Earth Elemental","Large","elemental","","neutral",126,"12d10+60",20,8,20,5,10,5,"neutral","neutral"
"849","Earth Elemental","Large","elemental","","",114,"12d10+48",18,10,18,6,10,6,"unaligned","unaligned"
"850","Eater Of Dust (Yakat-Shi)","Medium","aberration","","neutral evil",114,"12d8+60",20,14,20,10,15,17,"neutral","evil"
"851","Eater of Dust","Medium","aberration","","neutral evil",114,"12d8 + 60",20,14,20,10,15,17,"neutral","evil"
"852","Echo","Medium","fiend","demon","chaotic evil",102,"12d8+48",20,20,18,14,18,16,"chaotic","evil"
"853","Ecstatic Bloom","Huge","celestial","","neutral good",171,"18d12+54",10,9,16,20,19,14,"neutral","good"
"854","Edimmu","Medium","undead","","chaotic evil",75,"10d8+30",1,19,16,12,13,13,"chaotic","evil"
"855","Edimmu","Medium","undead","","chaotic evil",75,"10d8 + 30",1,19,16,12,18,13,"chaotic","evil"
"856","Edjet","Medium","humanoid","dragonborn","lawful neutral",52,"8d8+16",17,12,14,10,13,13,"lawful","neutral"
"857","Edjet Initiate","Medium","humanoid","dragonborn","lawful neutral",19,"3d8+6",14,12,14,10,10,10,"lawful","neutral"
"858","Eel Hound","Medium","fey","","neutral",77,"14d8+14",19,16,13,6,13,16,"neutral","neutral"
"859","Eel Hound","Medium","fey","","neutral",77,"14d8 + 14",19,16,13,6,13,16,"neutral","neutral"
"860","Efreeti","Large","elemental","","lawful evil",200,"16d10+112",22,12,24,16,15,16,"lawful","evil"
"861","Efreeti","Large","elemental","","",172,"15d10+90",22,18,22,14,16,16,"unaligned","unaligned"
"862","Efreeti Noble","Large","elemental","","",344,"30d10+180",22,18,22,14,16,16,"unaligned","unaligned"
"863","Egret Harpy","Medium","monstrosity","","neutral",75,"10d8+30",16,14,17,11,14,15,"neutral","neutral"
"864","Einherjar","Medium","humanoid","","chaotic neutral",119,"14d8+56",19,16,19,10,14,11,"chaotic","neutral"
"865","Einherjar","Medium","humanoid","","chaotic neutral",119,"14d8 + 56",19,16,19,10,14,11,"chaotic","neutral"
"866","Elder Black Pudding","Huge","ooze","","",171,"18d12+54",16,4,16,1,6,1,"unaligned","unaligned"
"867","Elder Ghost Boar","Huge","monstrosity","","unaligned",104,"11d12+33",22,9,17,7,12,7,"unaligned","unaligned"
